status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;Herkunft;Geschichte, Entstehung;Tradition;
active;CH-BASIC-004;CHE-00052-G-001;1;Ruchbrot;Grundteige;2;Keine;Kneten & Gären: Fertig kneten. 2 Stunden ruhen (nach 1h falten).;Kneten,Gären,Falten;130 Min;CHE-00052-G-001-st2.jpg;Schweizer Brot;CHE-00052-G-001.jpg;Professional food photography, folding dark dough, gluten structure;blurry, text, cartoon;Professional food photography, Ruchbrot (Swiss Dark Bread), dark brown crust, elongated loaf with diagonal cuts, rustic crumb;blurry, text, cartoon;Lange Gare für Aroma.;Teig darf weich sein.;Falten gibt Stand.;Schweiz (Basis);Der Begriff 'Ruch' bedeutete früher rau/grob. Es war das günstigere Brot im Vergleich zum Herrenbrot (Weissbrot).;Heute das beliebteste Schweizer Brot. Kräftiger Geschmack, dunkle Kruste, sehr gute Frischhaltung.;
active;CH-BASIC-004;CHE-00052-G-001;1;Ruchbrot;Grundteige;3;Keine;Formen: Zu beliebigen Broten formen. 20 Min garen. Einschneiden.;Formen,Einschneiden;25 Min;CHE-00052-G-001-st3.jpg;Schweizer Brot;CHE-00052-G-001.jpg;Professional food photography, shaped ruchbrot loaf rising on baking sheet;blurry, text, cartoon;Professional food photography, Ruchbrot (Swiss Dark Bread), dark brown crust, elongated loaf with diagonal cuts, rustic crumb;blurry, text, cartoon;Klassisch lang oder rund.;Einschneiden ist wichtig für Ausbund.;Bemehlen.;Schweiz (Basis);Der Begriff 'Ruch' bedeutete früher rau/grob. Es war das günstigere Brot im Vergleich zum Herrenbrot (Weissbrot).;Heute das beliebteste Schweizer Brot. Kräftiger Geschmack, dunkle Kruste, sehr gute Frischhaltung.;
active;CH-BASIC-004;CHE-00052-G-001;1;Ruchbrot;Grundteige;4;Keine;Backen: Bei 230 Grad ca. 55 Min backen.;Backen;55 Min;CHE-00052-G-001-st4.jpg;Schweizer Brot;CHE-00052-G-001.jpg;Professional food photography, ruchbrot in oven, dark crust forming;blurry, text, cartoon;Professional food photography, Ruchbrot (Swiss Dark Bread), dark brown crust, elongated loaf with diagonal cuts, rustic crumb;blurry, text, cartoon;Dunkel ausbacken ('rösch').;Muss hohl klingen.;Basis für viele Kantonsbrote.;Schweiz (Basis);Der Begriff 'Ruch' bedeutete früher rau/grob. Es war das günstigere Brot im Vergleich zum Herrenbrot (Weissbrot).;Heute das beliebteste Schweizer Brot. Kräftiger Geschmack, dunkle Kruste, sehr gute Frischhaltung.;
active;CH-SPEC-022;CHE-00053-G-001;1;Bierbrot;Spezialbrote;1;1kg Weizenmehl, 50g Roggenmehl, 3.3dl Bier, 3.3dl Wasser, 20g Hefe, 450g Kartoffelstock (zubereitet), 30g Salz;Mischen & Kneten: Mehl, Bier, Wasser, Hefe, Kartoffelstock mischen. Salz dazu. 10 Min kneten. Ruhen bis doppelt gross.;Kneten,Gären;90 Min;CHE-00053-G-001-st1.jpg;Schweizer Brot;CHE-00053-G-001.jpg;Professional food photography, mixing dough with beer and mashed potatoes;blurry, text, cartoon;Professional food photography, Bierbrot (Beer Bread), rustic crusty loaf, slightly irregular shape, flour dusted, hearty crumb;blurry, text, cartoon;Zimmertemperiertes Bier verwenden.;Kartoffelstock macht es saftig.;Dunkles Bier gibt mehr Geschmack.;Mitteleuropa;Historische Verbindung von Brauerei und Bäckerei (Hefe).;Herzhaftes Brot, passt gut zu Grilladen oder Charcuterie. Die Kohlensäure im Bier lockert den Teig zusätzlich.;
active;CH-SPEC-022;CHE-00053-G-001;1;Bierbrot;Spezialbrote;2;Keine;Gären: 60 Min ruhen. Falten/Aufziehen.;Gären,Falten;65 Min;CHE-00053-G-001-st2.jpg;Schweizer Brot;CHE-00053-G-001.jpg;Professional food photography, folding dough on table, fermentation bubbles;blurry, text, cartoon;Professional food photography, Bierbrot (Beer Bread), rustic crusty loaf, slightly irregular shape, flour dusted, hearty crumb;blurry, text, cartoon;Teig ist oft weich.;Alkohol verfliegt grösstenteils.;Maltesernote.;Mitteleuropa;Historische Verbindung von Brauerei und Bäckerei (Hefe).;Herzhaftes Brot, passt gut zu Grilladen oder Charcuterie. Die Kohlensäure im Bier lockert den Teig zusätzlich.;
active;CH-SPEC-022;CHE-00053-G-001;1;Bierbrot;Spezialbrote;3;Mehl;Formen: In 3 Teile teilen, flach drücken. Enden einschlagen (dreieckig/oval). Umdrehen (Schluss unten). Bemehlen.;Formen;20 Min;CHE-00053-G-001-st3.jpg;Schweizer Brot;CHE-00053-G-001.jpg;Professional food photography, shaping rustic loaves, flour dusting;blurry, text, cartoon;Professional food photography, Bierbrot (Beer Bread), rustic crusty loaf, slightly irregular shape, flour dusted, hearty crumb;blurry, text, cartoon;Rustikale Form passt zum Thema.;Mehlige Oberfläche.;Brot für Männerabende.;Mitteleuropa;Historische Verbindung von Brauerei und Bäckerei (Hefe).;Herzhaftes Brot, passt gut zu Grilladen oder Charcuterie. Die Kohlensäure im Bier lockert den Teig zusätzlich.;
active;CH-SPEC-022;CHE-00053-G-001;1;Bierbrot;Spezialbrote;4;Keine;Backen: Bei 230 Grad 40-50 Min backen.;Backen;50 Min;CHE-00053-G-001-st4.jpg;Schweizer Brot;CHE-00053-G-001.jpg;Professional food photography, beer bread baking in stone oven;blurry, text, cartoon;Professional food photography, Bierbrot (Beer Bread), rustic crusty loaf, slightly irregular shape, flour dusted, hearty crumb;blurry, text, cartoon;Kräftige Kruste.;Innen saftig.;Aroma entwickelt sich beim Abkühlen.;Mitteleuropa;Historische Verbindung von Brauerei und Bäckerei (Hefe).;Herzhaftes Brot, passt gut zu Grilladen oder Charcuterie. Die Kohlensäure im Bier lockert den Teig zusätzlich.;
active;CH-SPEC-023;CHE-00054-G-001;1;Sauerteigbrot mit UrDinkel;Spezialbrote;1;150g UrDinkelmehl, 100g Wasser, 50g Sauerteig (Anstellgut);Sauerteig (Vortag): Zutaten mischen, 12-16h reifen lassen. Brühstück: 100g Schrot mit 150ml kochendem Wasser übergiessen.;Fermentieren,Brühen;720 Min;CHE-00054-G-001-st1.jpg;Schweizer Brot;CHE-00054-G-001.jpg;Professional food photography, mixing sourdough starter and spelt flour;blurry, text, cartoon;Professional food photography, Sauerteigbrot mit UrDinkel (Spelt Sourdough), artisanal round loaf with ear, banneton rings, floury crust;blurry, text, cartoon;Reiner Sauerteig (ohne Hefe).;Brühstück bindet Wasser im Dinkel.;Für Fortgeschrittene.;Uralt / Revival;Rückbesinnung auf Fermentation ohne Industriehefe.;Bekömmlicher durch langen Abbau von FODMAPs (Fermentation). Charakteristischer, leicht säuerlicher Geschmack.;
active;CH-SPEC-023;CHE-00054-G-001;1;Sauerteigbrot mit UrDinkel;Spezialbrote;2;Reifer Sauerteig, Brühstück, 800g UrDinkelmehl, 5dl Wasser, 25g Salz;Teig: Alle Zutaten mischen. Kneten. 2-3 Stunden ruhen (dabei 2x falten).;Kneten,Gären,Falten;180 Min;CHE-00054-G-001-st2.jpg;Schweizer Brot;CHE-00054-G-001.jpg;Professional food photography, folding spelt dough during bulk fermentation;blurry, text, cartoon;Professional food photography, Sauerteigbrot mit UrDinkel (Spelt Sourdough), artisanal round loaf with ear, banneton rings, floury crust;blurry, text, cartoon;Zeit ist die wichtigste Zutat.;Dehnen und Falten statt wildem Kneten.;Teigtemperatur beachten.;Uralt / Revival;Rückbesinnung auf Fermentation ohne Industriehefe.;Bekömmlicher durch langen Abbau von FODMAPs (Fermentation). Charakteristischer, leicht säuerlicher Geschmack.;
active;CH-SPEC-023;CHE-00054-G-001;1;Sauerteigbrot mit UrDinkel;Spezialbrote;3;Mehl;Formen: Zu runden Laiben wirken. In Gärkorb (Schluss oben). 60 Min garen.;Formen;60 Min;CHE-00054-G-001-st3.jpg;Schweizer Brot;CHE-00054-G-001.jpg;Professional food photography, placing dough into banneton basket;blurry, text, cartoon;Professional food photography, Sauerteigbrot mit UrDinkel (Spelt Sourdough), artisanal round loaf with ear, banneton rings, floury crust;blurry, text, cartoon;Gärkorb gibt Muster.;Sanft formen.;Spannung ist wichtig.;Uralt / Revival;Rückbesinnung auf Fermentation ohne Industriehefe.;Bekömmlicher durch langen Abbau von FODMAPs (Fermentation). Charakteristischer, leicht säuerlicher Geschmack.;
active;CH-SPEC-023;CHE-00054-G-001;1;Sauerteigbrot mit UrDinkel;Spezialbrote;4;Keine;Backen: Auf Blech stürzen, einschneiden. Bei 230 Grad (fallend) 45-55 Min backen.;Backen;55 Min;CHE-00054-G-001-st4.jpg;Schweizer Brot;CHE-00054-G-001.jpg;Professional food photography, baking sourdough bread, oven spring;blurry, text, cartoon;Professional food photography, Sauerteigbrot mit UrDinkel (Spelt Sourdough), artisanal round loaf with ear, banneton rings, floury crust;blurry, text, cartoon;Mutiger Schnitt ('Ear').;Backstein empfohlen.;Meisterklasse.;Uralt / Revival;Rückbesinnung auf Fermentation ohne Industriehefe.;Bekömmlicher durch langen Abbau von FODMAPs (Fermentation). Charakteristischer, leicht säuerlicher Geschmack.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;1;100g Halbweissmehl, 70g Wasser, 1g Hefe (frisch);Vorteig (Hebel) ansetzen: Hefe im Wasser auflösen, Mehl einrühren. Abgedeckt bei Raumtemperatur ca. 12-16 Stunden reifen lassen.;Mischen,Fermentieren;10 Min + 12h Ruhe;CHE-00056-G-001-st1.jpg;Traditionell;CHE-00056-G-001.jpg;Professional food photography, macro shot of bubbly yeast sponge dough (poolish) in a bowl, stringy texture, active fermentation bubbles;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Hebel (Vorteig) ist das Geheimnis des Geschmacks.;Nicht zu warm führen.;Geduld ist wichtig.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;2;Reifer Vorteig, 400g Halbweissmehl, 260g Wasser (kalt), 10g Hefe (frisch);Hauptteig mischen: Vorteig mit Mehl, Wasser und Hefe in die Knetmaschine geben. 5 Minuten auf langsamer Stufe mischen.;Mischen;5 Min;null;Traditionell;CHE-00056-G-001.jpg;Professional food photography, mixing dough ingredients in a machine, flour and water combining;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Kaltes Wasser verwenden, damit Teig nicht zu warm wird.;Hohe Hydration (weicher Teig).;Maschine arbeiten lassen.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;3;12g Salz;Kneten: Salz hinzufügen. Auf schnellerer Stufe ca. 10-12 Minuten auskneten, bis sich der Teig gut vom Schüsselrand löst (Fenstertest). Der Teig ist eher weich.;Kneten;12 Min;null;Traditionell;CHE-00056-G-001.jpg;Professional food photography, dough kneading in machine, smooth elastic texture, dough pulling away from bowl sides;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Teig muss sich von Schüssel lösen.;Fenstertest machen.;Weicher Teig gibt grossporige Krume.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;4;Keine;Stockgare: Den Teig in eine geölte Wanne geben und abgedeckt 90 Minuten ruhen lassen. Nach 45 Minuten einmal dehnen und falten (Stretch & Fold).;Gären,Falten;90 Min;null;Traditionell;CHE-00056-G-001.jpg;Professional food photography, dough rising in a container, fermentation bubbles, volume increase;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Falten bringt Stabilität in den weichen Teig.;Volumen muss zunehmen.;Blasenbildung erwünscht.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;5;Roggenmehl oder Halbweissmehl zum Bestäuben;Aufarbeiten: Teig auf eine bemehlte Arbeitsfläche kippen. In zwei gleich grosse Stücke teilen. Schonend zu zwei länglichen Laiben vorformen, kurz entspannen lassen, dann final langwirken.;Formen,Teilen;10 Min;CHE-00056-G-001-st5.jpg;Traditionell;CHE-00056-G-001.jpg;Professional food photography, baker hands shaping two oval dough loaves on floured surface, raw dough texture;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Nicht zu viel Mehl in den Teig arbeiten.;Locker formen.;Spannung an der Oberfläche.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;6;Keine;Zusammensetzen: Die beiden Laibe an den kurzen Enden (stirnseitig) aneinanderdrücken, sodass ein langes Doppelbrot entsteht. Auf ein bemehltes Leinentuch setzen.;Formen;5 Min;null;Traditionell;CHE-00056-G-001.jpg;Professional food photography, pressing two dough loaves together at the ends to form a double loaf;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Gut zusammendrücken.;Schluss nach unten.;Typische Form: Zwei Köpfe aneinander.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;7;Keine;Stückgare: Abgedeckt ca. 30-45 Minuten bei Raumtemperatur gehen lassen, bis sich das Volumen deutlich vergrössert hat. Ofen rechtzeitig auf 250°C (Ober-/Unterhitze) mit Backstein vorheizen.;Gären;45 Min;null;Traditionell;CHE-00056-G-001.jpg;Professional food photography, proofed dough loaves on linen couche, ready for baking;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Knappe Gare vermeiden, Teig soll reif sein.;Backstein ist Pflicht für den Boden.;Ofen muss sehr heiss sein.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-BS-001;CHE-00056-G-001;1;Baslerbrot;Schweizer Kantonalbrote;8;Wasser (für Schwaden);Backen: Brot einschiessen und kräftig bedampfen (Schwaden). Nach 10 Minuten Dampf ablassen und Temperatur auf 220°C reduzieren. Weitere 35-40 Minuten kräftig dunkel ausbacken für eine rösche Kruste.;Backen,Bedampfen;50 Min;CHE-00056-G-001-st8.jpg;Traditionell;CHE-00056-G-001.jpg;Professional food photography, baking bread in oven, steam injection, crust turning brown;blurry, text, cartoon;Professional food photography, traditional Swiss Baslerbrot, two oval loaves baked together at ends, dark floury crust, rustic wooden board, high contrast;blurry, text, cartoon, sliced;Dunkel ("bien cuit") backen für maximales Aroma.;Dampf ablassen für Knusprigkeit.;Muss hohl klingen.;Kanton Basel;Erstmals 1792 beschrieben. Dunkles, mehliges Brot war früher Standard.;Charakteristisch ist die Form aus zwei zusammengeschobenen Laiben und die sehr dunkle, mehlige Kruste.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;1;100g Ruchmehl, 70g Wasser, 1g Hefe (frisch);Vorteig (Hebel) ansetzen: Hefe im Wasser auflösen, Mehl einrühren. Abgedeckt bei Raumtemperatur ca. 12-16 Stunden reifen lassen.;Mischen,Fermentieren;10 Min + 12h Ruhe;CHE-00057-G-001-st1.jpg;Traditionell;CHE-00057-G-001.jpg;Professional food photography, close-up macro shot of bubbly pre-ferment dough made of darker wheat flour (Ruchmehl);blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Hebel sorgt für Frischhaltung.;Ruchmehl-Vorteig ist aromatischer.;Standard für Kantonsbrote.;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;2;Reifer Vorteig, 400g Ruchmehl, 270g Wasser (kalt), 10g Hefe (frisch);Hauptteig mischen: Vorteig, Mehl, Wasser und Hefe in die Knetmaschine geben. 5 Minuten auf langsamer Stufe mischen.;Mischen;5 Min;null;Traditionell;CHE-00057-G-001.jpg;Professional food photography, mixing ingredients for brown bread dough, flour texture;blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Ruchmehl braucht Wasser.;Teig soll weich sein.;Gute Vermischung wichtig.;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;3;12g Salz;Kneten: Salz beigeben. Auf schnellerer Stufe ca. 10-15 Minuten intensiv auskneten (Fenstertest). Ruchmehl braucht oft etwas länger als Weissmehl.;Kneten;15 Min;null;Traditionell;CHE-00057-G-001.jpg;Professional food photography, kneading brown dough, elastic and smooth surface;blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Fenstertest ist entscheidend.;Klebergerüst muss stabil sein.;Salz stabilisiert.;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;4;Keine;Stockgare: Teig in eine geölte Wanne geben. 90 Minuten ruhen lassen. Nach 45 Minuten einmal dehnen und falten.;Gären,Falten;90 Min;null;Traditionell;CHE-00057-G-001.jpg;Professional food photography, dough bulk fermentation in tub, air bubbles visible;blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Falten stärkt den Teig.;Volumenverdoppelung abwarten.;Teigtemperatur beachten.;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;5;Ruchmehl zum Aufarbeiten;Formen: Teig auf bemehlte Arbeitsfläche geben. In Stücke teilen (ca. 400-500g). Rundwirken, kurz entspannen lassen. Dann langwirken. WICHTIG: Einen Teil des Teigs (ca. 1/3) der Länge nach über den restlichen Leib schlagen/falten und andrücken, sodass eine "Lippe" entsteht.;Formen,Falten;15 Min;CHE-00057-G-001-st5.jpg;Traditionell;CHE-00057-G-001.jpg;Professional food photography, folding one third of dough loaf over the body to create a lip, artisan technique;blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Falten statt Schneiden!;Lippe gut andrücken.;Dies ist der "Solothurner Schritt".;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;6;Keine;Stückgare: Mit dem Schluss (der gefalteten Seite) nach OBEN in ein bemehltes Leinentuch legen. Ca. 30-40 Minuten garen lassen.;Gären;40 Min;null;Traditionell;CHE-00057-G-001.jpg;Professional food photography, shaped dough loaves resting on linen cloth, dusted with flour;blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Schluss oben beim Gären.;Leinentuch bemehlen.;Nicht zu warm.;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-SO-001;CHE-00057-G-001;1;Solothurner Brot;Schweizer Kantonalbrote;7;Wasser (Schwaden);Backen: Ofen auf 250°C vorheizen. Teiglinge vorsichtig wenden (Falt-Seite nun seitlich/unten, glatte Seite oben? Nein, traditionell reisst es an der Faltkante auf). Auf den Schieber setzen. NICHT einschneiden. Mit Dampf backen (ca. 45-50 Min), fallend auf 220°C. Der "Kropf" entsteht durch den Ausbund an der gefalteten Stelle.;Backen,Bedampfen;50 Min;CHE-00057-G-001-st7.jpg;Traditionell;CHE-00057-G-001.jpg;Professional food photography, bread baking in oven, distinct crack opening on the side;blurry, text, cartoon;Professional food photography, Solothurner Brot, rustic loaf with large lateral crack (Kropf), dark crust, flour dusted;blurry, text, cartoon;Kein Messer verwenden.;Der Ausbund kommt vom Falten.;Heiss anbacken.;Kanton Solothurn;Eng mit der Zunftgeschichte verbunden.;Das Brot wird nicht eingeschnitten! Der charakteristische 'Kropf' entsteht durch eine spezielle Falttechnik.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;1;50g Sonnenblumenkerne, 30g Leinsamen, 20g Sesam, 100g Wasser (kochend);Brühstück (Quellstück) herstellen: Die Kerne und Samen in einer Schüssel mischen und mit dem kochenden Wasser übergiessen. Abgedeckt mind. 3 Stunden (oder über Nacht) quellen lassen.;Quellen;5 Min + 3h Ruhe;CHE-00058-G-001-st1.jpg;;CHE-00058-G-001.jpg;Professional food photography, macro shot of soaked seeds (sunflower, flax, sesame) in water;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Körner müssen quellen, sonst wird Brot trocken.;Wasser wird gebunden.;Klassische Samenmischung.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;2;100g Ruchmehl, 100g Wasser, 1g Hefe;Vorteig ansetzen: Hefe im Wasser lösen, Mehl einrühren. Abgedeckt 12-16 Stunden bei Raumtemperatur reifen lassen (für Aroma und Frischhaltung).;Mischen,Fermentieren;10 Min + 12h Ruhe;CHE-00058-G-001-st2.jpg;;CHE-00058-G-001.jpg;Professional food photography, bubbly pre-ferment dough in a bowl, greyish hue;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Vorteig gibt Geschmack.;Reduziert Hefe im Hauptteig.;Sorgt für Frischhaltung.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;3;Reifer Vorteig, Quellstück, 250g Ruchmehl, 100g Roggenmehl (hell oder dunkel), 150g Wasser, 10g Hefe, 1 TL Malz (optional für Farbe);Hauptteig mischen: Alle Zutaten ausser Salz in die Knetmaschine geben. 6 Minuten langsam mischen. (Achtung: Durch den Roggen klebt der Teig mehr).;Mischen;6 Min;null;;CHE-00058-G-001.jpg;Professional food photography, mixing dough with seeds and rye flour, sticky texture;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Roggen klebt immer.;Quellstück gut abtropfen (falls nötig).;Malz färbt die Krume appetitlich.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;4;13g Salz;Kneten: Salz hinzufügen. Ca. 8-10 Minuten auf schnellerer Stufe kneten. Der Teig sollte sich von der Schüssel lösen, bleibt aber durch den Roggen etwas klebriger als reiner Weizenteig.;Kneten;10 Min;null;;CHE-00058-G-001.jpg;Professional food photography, kneading sticky rye-mix dough in machine;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Nicht überkneten (Roggen).;Teigstruktur ist wichtig.;Fenstertest bedingt möglich.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;5;Keine;Stockgare: Teig in eine geölte Wanne geben. 60-90 Minuten ruhen lassen. Einmal nach 45 Minuten dehnen und falten, um Struktur aufzubauen.;Gären,Falten;90 Min;null;;CHE-00058-G-001.jpg;Professional food photography, dough rising in container, seeds visible in dough structure;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Falten hilft gegen Kleben.;Strukturaufbau.;Gare ist wichtig für Poren.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
active;CH-MIG-001;CHE-00058-G-001;1;Alpenbrot (Klassik);Spezialbrote;6;Ruchmehl oder Roggenmehl zum Bestäuben;Formen: Teig auf bemehlte Fläche kippen. Zu einem runden oder leicht ovalen Laib wirken. Für die typische "Alpen"-Optik den Laib gut bemehlen.;Formen;10 Min;CHE-00058-G-001-st6.jpg;;CHE-00058-G-001.jpg;Professional food photography, shaping oval bread loaf on floured surface, rustic style;blurry, text, cartoon;Professional food photography, Alpenbrot, rustic oval loaf with seeds inside, dark crust, flour dusted, Swiss mountain style;blurry, text, cartoon;Rustikal wirken.;Mehl an der Oberfläche lassen.;Form eher kompakt.;Schweiz (Alpen);Modernes Fantasiebrot, das Gesundheit und Bergwelt suggeriert.;Reich an Saaten, oft mit Roggenanteil für längere Haltbarkeit. Ein typisches 'Wanderbrot'.;
